TEST_SECTION_ID,SENTENCE_ID,PARTICIPANT_ID,USER_INPUT,INPUT_TIME,EDIT_DISTANCE,ERROR_RATE,WPM,INPUT_LENGTH,ERROR_LEN,POTENTIAL_WPM,POTENTIAL_LENGTH,DEVICE,TS_IKI,TS_KPD,TS_BSP,TS_ECPC,TS_UILEN,TS_KS,TS_KSPC,N_SWYP,N_PRED,N_AUTO,PR_SWYP,PR_PRED,PR_AUTO,TS_NUM_WORDS,
2656,1456,673,Thaiwan is to cut tariffs on items.,9930,1,2.857142857,41.08761329,34,35,46.19826756,36,mobile,85.40540541,15.64864865,0,0,35,37,1.057142857,0,1,0,0,0.142857143,0,7,
2658,842,674,Let s wait until Monday.,12869,1,4.166666667,21.44688787,23,24,27.08803612,4,mobile,90.23076923,24.65384615,1,0.043478261,24,26,1.083333333,0,0,0,0,0,0,5,
2659,1119,673,I am trying again.,5753,0,0,35.45976013,17,18,59.13570887,26,mobile,68.14814815,17.66666667,0,0,18,27,1.5,0,0,1,0,0,0.25,4,
2661,1215,669,Northern forces had captured a southern mechanised brigade.,36168,0,0,19.24353019,58,59,24.7652821,71,mobile,73.875,24.51388889,0,0,59,72,1.220338983,0,1,1,0,0.125,0.125,8,
2662,364,673,This event will be a blast.,5619,0,0,55.52589429,26,27,63.45609065,28,mobile,118.0344828,11.17241379,0,0,27,29,1.074074074,0,1,1,0,0.166666667,0.166666667,6,
2663,1182,674,The House would give them equal treatment with US banks.,19099,0,0,34.55678308,55,56,45.01607717,7,mobile,83.10344828,20.70689655,4,0.072727273,56,58,1.035714285,0,0,0,0,0,0,10,
2666,1244,673,He said he was not aware he suffered from it.,12756,0,0,41.39228598,44,45,48.12432116,48,mobile,87.53061224,16.06122449,0,0,45,49,1.088888888,0,0,3,0,0,0.3,10,
2667,373,673,Your best bet is to drop home and go after another.,14160,2,3.921568627,42.37288136,50,51,47.64044944,53,mobile,77.66666667,15,0,0,51,54,1.058823529,0,1,5,0,0.090909091,0.454545455,11,
2668,5,674,Surely we can cover this from within Virgo s team?,23260,1,2,25.2794497,49,50,51.47888914,19,mobile,143.1206897,22.36206897,4,0.081632653,50,58,1.16,0,2,0,0,0.2,0,10,
2671,646,669,"If she calls me yet today, I'll let you know.",29850,0,0,17.68844221,44,45,23.85186735,57,mobile,126.862069,20.22413793,0,0,45,58,1.288888888,1,0,1,0.090909091,0,0.090909091,11,
2672,586,673,The others raise their eyebrows.,7837,0,0,47.46714304,31,32,43.50745267,27,mobile,135.4285714,13.92857143,0,0,32,28,0.875,0,3,1,0,0.6,0.2,5,
2673,171,673,Let's leave it until we get going.,8733,0,0,45.34524218,33,34,49.53259682,34,mobile,157.4857143,14.17142857,0,0,34,35,1.029411764,0,2,0,0,0.25,0,8,
2675,84,674,Just told them I thought it would be impossible.,14244,0,0,39.59561921,47,48,58.50091408,16,mobile,152.6595745,20.04255319,3,0.063829787,48,47,0.979166666,1,2,1,0.111111111,0.222222222,0.111111111,9,
2676,1469,673,Both have also promised higher salaries.,10848,0,0,43.14159292,39,40,45.81497797,39,mobile,159.125,15.825,0,0,40,40,1,0,2,1,0,0.333333333,0.166666667,6,
2677,887,669,We need a process to deal with this.,18722,0,0,22.43350069,35,36,29.05732628,43,mobile,128.4318182,21.90909091,0,0,36,44,1.222222222,0,0,0,0,0,0,8,
2678,107,674,Wonder what next week will bring.,11739,0,0,32.71147457,32,33,56.13305613,18,mobile,110.0444444,19.64444444,6,0.1875,33,45,1.363636363,1,1,0,0.166666667,0.166666667,0,6,
2679,1220,673,It must be accompanied by increased productivity.,16315,0,0,35.30493411,48,49,38.59513701,50,mobile,175.6078431,15.07843137,0,0,49,51,1.040816326,0,0,1,0,0,0.142857143,7,
2681,920,674,She called and wants to come over this AM.,12091,0,0,40.69142337,41,42,43.83464006,41,mobile,142.6666667,20.64285714,0,0,42,42,1,0,2,0,0,0.222222222,0,9,
2682,1349,669,The advantage is enough for Ford motor racing director Dan Rivard.,36800,0,0,21.19565217,65,66,26.89743226,79,mobile,150.4125,19.4375,0,0,66,80,1.212121212,0,1,0,0,0.090909091,0,11,
2683,1226,673,The Senate defied President Bill Club ton on Thursday.,19542,3,5.555555556,32.54528707,53,54,34.69322197,54,mobile,134.8727273,15.70909091,0,0,54,55,1.018518518,0,1,2,0,0.111111111,0.222222222,9,
2684,437,674,He was replaced by Kent Graham.,12178,0,0,29.56150435,30,31,41.08885465,20,mobile,141.3636364,22.93939394,1,0.033333333,31,33,1.064516129,0,0,0,0,0,0,6,
2686,727,674,Bradford has yet to prove himself as a Fantasy player.,17131,0,0,37.12567859,53,54,36.12092658,46,mobile,164.6666667,20.95833333,1,0.018867925,54,48,0.888888888,0,2,0,0,0.2,0,10,
2687,936,673,I have an Answer doctor appointment.,6374,7,19.44444444,65.89268905,35,36,56.2437228,28,mobile,135.0689655,13.79310345,0,0,36,29,0.805555555,0,2,0,0,0.333333333,0,6,
2688,491,673,He is listed as questionable for this week's game.,12192,0,0,48.22834646,49,50,45.63131968,44,mobile,202.0444444,13.8,0,0,50,45,0.9,0,3,1,0,0.3,0.1,10,
2689,1120,674,Thanks again for your help.,6426,0,0,48.55275444,26,27,52.98013245,26,mobile,225.5185185,19.88888889,0,0,27,27,1,0,0,0,0,0,0,5,
2690,735,669,I guess the next time I'll see you is for Superbowl.,33993,0,0,18.00370665,51,52,22.39079897,61,mobile,380.3225806,20.98387097,0,0,52,62,1.192307692,2,0,1,0.166666667,0,0.083333333,12,
2691,2,674,Please set something up.,4937,0,0,55.90439538,23,24,44.62918399,17,mobile,124.6111111,20.33333333,0,0,24,18,0.75,0,1,0,0,0.25,0,4,
2692,499,674,We will be dining fashionably late.,15904,0,0,25.65392354,34,35,23.57409469,30,mobile,352.4516129,20.41935484,0,0,35,31,0.885714285,0,2,0,0,0.333333333,0,6,
2710,402,688,tiger woods is set to answer your questions,11977,3,6.818181818,42.08065459,42,44,67.8657519,61,mobile,88.53225806,19.20967742,0,0,43,62,1.441860465,0,0,0,0,0,0,8,
2715,409,688,I know you changed it.,5604,0,0,44.96788009,21,22,83.36641524,35,mobile,109.25,15.72222222,0,0,22,36,1.636363636,0,0,0,0,0,0,5,
2717,451,688,please call me if you have any questions.,13530,1,2.43902439,35.4767184,40,41,55.65773691,58,mobile,158.779661,17.37288136,0,0,41,59,1.43902439,0,0,0,0,0,0,8,
2718,161,669,On a comparative basis I can't justify more.,21554,0,0,23.93987195,43,44,32.5203252,55,mobile,192.125,22.48214286,0,0,44,56,1.272727272,0,0,1,0,0,0.111111111,9,
2722,1177,688,this is the limit.,4579,1,5.555555556,44.55121206,17,18,85.08557457,29,mobile,158,16.3,0,0,18,30,1.666666666,0,0,0,0,0,0,4,
2723,309,688,Reggie Wayne will start in Pathon's place once again.,25942,0,0,24.05365816,52,53,48.91102968,99,mobile,113.15,16.53,0,0,53,100,1.886792452,0,0,0,0,0,0,10,
2726,837,669,We can have wine and catch up.,18630,0,0,18.67954911,29,30,30.7552113,45,mobile,337.826087,23.30434783,0,0,30,46,1.533333333,1,1,0,0.142857143,0.142857143,0,7,
2727,558,688,The Auction this year is hosted by EGS.,16959,0,0,26.88837785,38,39,44.98594189,60,mobile,164.4098361,15.63934426,0,0,39,61,1.564102564,0,0,0,0,0,0,8,
2729,277,688,The rest is a byproduct of slapshot.,14990,0,0,28.01867912,35,36,49.79253112,58,mobile,190.8135593,17.15254237,0,0,36,59,1.638888888,0,0,0,0,0,0,7,
2733,1306,688,Save Ballesteros was well satisfied with his first round.,20879,1,1.754385965,32.18544949,56,57,53.80611246,87,mobile,205.7045455,16.77272727,0,0,57,88,1.543859649,0,0,0,0,0,0,9,
2736,1350,688,More jobs are to be eliminated this financial year.,18043,0,0,33.25389348,50,51,53.13865119,74,mobile,106.36,17.76,0,0,51,75,1.470588235,0,0,1,0,0,0.111111111,9,
2740,1346,688,I want to finish the rest of the year.,11210,0,0,39.60749331,37,38,60.02886003,52,mobile,107.9245283,15.37735849,0,0,38,53,1.394736842,0,0,0,0,0,0,9,
2744,1340,688,We don't have any ability to veto their decisions.,15881,0,0,37.02537624,49,50,58.61998779,72,mobile,129.8630137,15.64383562,0,0,50,73,1.46,0,0,0,0,0,0,10,
2747,151,688,There will be some better news later today,10856,0,0,45.32056006,41,42,75.36466775,62,mobile,125.968254,15.61904762,0,0,42,63,1.5,0,0,0,0,0,0,8,
2750,688,688,Newly-signed Tony Simmons might work as the third receiver.,29916,0,0,23.2651424,58,59,40.3282864,95,mobile,101.21875,17.16666667,0,0,59,96,1.627118644,0,0,0,0,0,0,10,
2752,1410,688,"I've never been to the speedway, but if they come, I will go there.",32384,0,0,24.45652174,66,67,46.96287039,119,mobile,172.4333333,16.475,0,0,67,120,1.791044776,0,0,0,0,0,0,15,
2757,273,688,Nothing but good news everyday.,10254,0,0,35.10825044,30,31,59.74576271,47,mobile,166.6458333,16.95833333,0,0,31,48,1.548387096,0,0,0,0,0,0,5,
2790,645,705,When the inspection is finished we will communicate this results.,27828,2,3.03030303,28.02932298,65,66,42.03341117,39,mobile,191.6477273,15.02272727,1,0.015384615,65,88,1.353846153,0,0,3,0,0,0.3,10,
2795,670,705,She Would hate to see us not get our expense reports paid.,22367,1,1.724137931,31.11727098,58,58,61.42728094,17,mobile,118.3797468,16.16455696,1,0.017241379,58,79,1.362068965,0,0,1,0,0,0.083333333,12,
2799,603,705,Could you please let me know as soon as possible.,16949,0,0,34.69231223,49,49,45.00843908,60,mobile,161.5081967,15.60655738,0,0,49,61,1.244897959,0,0,0,0,0,0,10,
2800,658,705,It's this issue's featured eBook.,22307,0,0,17.75227507,33,33,25.66964286,46,mobile,213.4468085,17.08510638,0,0,33,47,1.424242424,0,0,0,0,0,0,7,
2804,984,705,Treads knows the details.,9068,2,8,33.08337009,25,25,46.48432915,33,mobile,87.79411765,16.14705882,0,0,25,34,1.36,0,0,1,0,0,0.25,4,
2806,985,705,Hope all is well.,5778,0,0,35.30633437,17,17,51.29158149,23,mobile,197.9166667,16.54166667,0,0,17,24,1.411764705,0,0,1,0,0,0.25,4,
2807,190,715,chase back office and their restart plan updates individually,40659,2,3.225806452,17.70825647,60,62,24.74226804,4,mobile,163.0246914,11.2962963,10,0.166666667,61,81,1.327868852,0,3,0,0,0.333333333,0,9,
2808,499,705,We Will be dining fashionably late.,15915,1,2.857142857,26.39019793,35,35,41.28076211,52,mobile,154.4716981,15.0754717,0,0,35,53,1.514285714,0,0,0,0,0,0,6,
2810,143,705,We Can Work with it either way.,9862,2,6.451612903,37.7205435,31,31,54.57498646,42,mobile,102.4883721,14.58139535,0,0,31,43,1.387096774,0,1,0,0,0.142857143,0,7,
